"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"ABSCOR"
"2852"	"T.cells.gamma.delta"	"V413"	0.0103	0.281876911	0.010347677
"2853"	"T.cells.follicular.helper"	"V804"	-0.0103	0.282216758	0.010340372
"2854"	"Macrophages.M2"	"V271"	0.01032904	0.282744569	0.01032904
"2855"	"Macrophages.M0"	"V856"	-0.010322518	0.283048643	0.010322518
"2856"	"Neutrophils"	"V579"	-0.010316093	0.283348361	0.010316093
"2857"	"T.cells.gamma.delta"	"V670"	0.0103	0.283357568	0.010315896
"2858"	"Mast.cells.activated"	"V870"	0.010315415	0.283380001	0.010315415
"2859"	"Dendritic.cells.resting"	"V252"	0.010296478	0.284264819	0.010296478
"2860"	"Plasma.cells"	"V451"	0.0103	0.285065276	0.010279381
"2861"	"T.cells.CD8"	"V207"	-0.0102	0.286560444	0.010247532
"2862"	"NK.cells.activated"	"V336"	-0.0102	0.288116284	0.01021451
"2863"	"Monocytes"	"V756"	0.010203828	0.288620776	0.010203828
"2864"	"Dendritic.cells.resting"	"V670"	0.010199005	0.288848749	0.010199005
"2865"	"Macrophages.M1"	"V442"	-0.010164303	0.290492662	0.010164303
"2866"	"Dendritic.cells.activated"	"V1209"	-0.01015721	0.290829411	0.01015721
"2867"	"Macrophages.M2"	"V215"	-0.010125747	0.292326495	0.010125747
"2868"	"Plasma.cells"	"V567"	-0.0101	0.293258714	0.010106209
"2869"	"T.cells.gamma.delta"	"V1185"	0.0101	0.294195163	0.010086625
"2870"	"T.cells.CD4.naive"	"V257"	-0.0101	0.294330642	0.010083795
"2871"	"Dendritic.cells.activated"	"V63"	0.010074873	0.294758101	0.010074873
"2872"	"NK.cells.activated"	"V804"	0.01007373	0.294812853	0.01007373
"2873"	"T.cells.CD4.memory.activated"	"V882"	-0.01	0.296179872	0.010045256
"2874"	"Monocytes"	"V661"	0.010031206	0.296856	0.010031206
"2875"	"T.cells.gamma.delta"	"V451"	-0.01	0.297762618	0.010012399
"2876"	"T.cells.regulatory..Tregs."	"V1069"	-0.01	0.298072467	0.01000598
"2877"	"Dendritic.cells.resting"	"V425"	-0.009998719	0.29842323	0.009998719
"2878"	"T.cells.CD4.memory.resting"	"V814"	0.00999	0.298660713	0.009993806
"2879"	"T.cells.CD4.memory.activated"	"V870"	0.00994	0.301421578	0.009936883
"2880"	"Macrophages.M2"	"V670"	0.009932976	0.301611672	0.009932976
"2881"	"T.cells.gamma.delta"	"V1064"	-0.0099	0.30299376	0.009904623
"2882"	"T.cells.gamma.delta"	"V747"	-0.0099	0.303336492	0.009897605
"2883"	"Dendritic.cells.resting"	"V870"	-0.009863828	0.304989675	0.009863828
"2884"	"T.cells.CD8"	"V1275"	0.00985	0.305883051	0.009845625
"2885"	"T.cells.CD8"	"V564"	0.00983	0.306563186	0.009831791
"2886"	"Plasma.cells"	"V521"	0.00983	0.306635362	0.009830324
"2887"	"Mast.cells.resting"	"V67"	0.009815575	0.307361735	0.009815575
"2888"	"T.cells.CD4.naive"	"V1155"	0.0098	0.30802906	0.009802044
"2889"	"T.cells.gamma.delta"	"V1246"	-0.00977	0.309517951	0.009771925
"2890"	"Plasma.cells"	"V1226"	-0.00976	0.309897616	0.009764261
"2891"	"Mast.cells.activated"	"V240"	-0.009731713	0.311513203	0.009731713
"2892"	"T.cells.CD8"	"V1032"	0.00972	0.311869102	0.009724559
"2893"	"NK.cells.activated"	"V394"	-0.00972	0.311882504	0.009724289
"2894"	"T.cells.gamma.delta"	"V516"	0.00971	0.312806479	0.00970574
"2895"	"NK.cells.activated"	"V856"	-0.009696342	0.313275285	0.009696342
"2896"	"Dendritic.cells.activated"	"V257"	-0.009675333	0.314324963	0.009675333
"2897"	"Dendritic.cells.resting"	"V777"	0.009639774	0.316106885	0.009639774
"2898"	"Mast.cells.activated"	"V458"	0.009606915	0.317759363	0.009606915
"2899"	"Dendritic.cells.resting"	"V946"	0.00959566	0.318326695	0.00959566
"2900"	"B.cells.memory"	"V777"	0.00958	0.319210844	0.009578145
"2901"	"T.cells.gamma.delta"	"V1226"	0.00958	0.319270028	0.009576974
"2902"	"T.cells.gamma.delta"	"V394"	0.00951	0.322575794	0.009511777
"2903"	"NK.cells.resting"	"V485"	0.00947	0.324935457	0.009465505
"2904"	"Dendritic.cells.resting"	"V451"	-0.009440194	0.326230901	0.009440194
"2905"	"Macrophages.M2"	"V923"	-0.009391337	0.328741063	0.009391337
"2906"	"Macrophages.M1"	"V425"	0.009382661	0.329188074	0.009382661
"2907"	"T.cells.CD4.memory.resting"	"V1378"	0.00938	0.329464748	0.009377296
"2908"	"NK.cells.activated"	"V1112"	0.009343892	0.331190552	0.009343892
"2909"	"Dendritic.cells.resting"	"V413"	-0.009333349	0.331736478	0.009333349
"2910"	"Eosinophils"	"V843"	-0.009257735	0.335668845	0.009257735
"2911"	"Plasma.cells"	"V1209"	-0.00922	0.337437925	0.009223904
"2912"	"T.cells.CD4.naive"	"V949"	0.00921	0.338391958	0.009205706
"2913"	"T.cells.gamma.delta"	"V840"	0.00914	0.341652548	0.009143761
"2914"	"T.cells.CD4.memory.activated"	"V522"	0.00912	0.342700725	0.009123928
"2915"	"Macrophages.M1"	"V870"	0.009097323	0.344110047	0.009097323
"2916"	"NK.cells.resting"	"V540"	0.0091	0.344211882	0.009095403
"2917"	"T.cells.gamma.delta"	"V839"	-0.00909	0.344530814	0.009089393
"2918"	"Mast.cells.resting"	"V856"	0.009084989	0.344764666	0.009084989
"2919"	"Macrophages.M0"	"V601"	-0.009036378	0.347352337	0.009036378
"2920"	"T.cells.CD4.naive"	"V1116"	0.00894	0.352251111	0.008944977
"2921"	"Plasma.cells"	"V833"	-0.00892	0.353850745	0.008915306
"2922"	"Macrophages.M1"	"V1275"	0.008912487	0.354002986	0.008912487
"2923"	"NK.cells.resting"	"V1378"	-0.00889	0.355017002	0.008893727
"2924"	"T.cells.gamma.delta"	"V207"	0.00887	0.356301747	0.008870007
"2925"	"Dendritic.cells.resting"	"V630"	0.008869273	0.356341577	0.008869273
"2926"	"Neutrophils"	"V1145"	-0.008868948	0.356359225	0.008868948
"2927"	"T.cells.gamma.delta"	"V425"	0.00887	0.356420136	0.008867824
"2928"	"B.cells.memory"	"V540"	0.00886	0.356979124	0.008857523
"2929"	"Plasma.cells"	"V240"	-0.00884	0.357733581	0.008843635
"2930"	"Macrophages.M0"	"V523"	0.00882787	0.358591253	0.00882787
"2931"	"Neutrophils"	"V271"	-0.008805964	0.359785163	0.008805964
"2932"	"T.cells.CD4.naive"	"V567"	0.0088	0.360047961	0.008801149
"2933"	"T.cells.gamma.delta"	"V898"	-0.00879	0.360416048	0.008794407
"2934"	"T.cells.regulatory..Tregs."	"V336"	-0.00878	0.36145906	0.008775328
"2935"	"Macrophages.M2"	"V887"	0.008670723	0.367211162	0.008670723
"2936"	"Dendritic.cells.activated"	"V2"	-0.008661369	0.3677283	0.008661369
"2937"	"NK.cells.resting"	"V946"	0.00863	0.369678011	0.008626175
"2938"	"Eosinophils"	"V366"	-0.008617937	0.370135289	0.008617937
"2939"	"T.cells.gamma.delta"	"V1119"	0.00859	0.371661401	0.008590491
"2940"	"B.cells.memory"	"V1225"	-0.00857	0.372901976	0.008568232
"2941"	"B.cells.memory"	"V451"	-0.00856	0.373217377	0.00856258
"2942"	"Neutrophils"	"V63"	-0.008523052	0.37542783	0.008523052
"2943"	"T.cells.gamma.delta"	"V1164"	-0.00852	0.375626577	0.008519505
"2944"	"B.cells.memory"	"V564"	-0.00851	0.376247484	0.008508432
"2945"	"T.cells.CD8"	"V804"	-0.00837	0.384346003	0.008365016
"2946"	"T.cells.CD4.naive"	"V455"	-0.00834	0.385489521	0.008344915
"2947"	"T.cells.gamma.delta"	"V804"	-0.00834	0.385681956	0.008341536
"2948"	"Macrophages.M2"	"V169"	-0.008305926	0.387713532	0.008305926
"2949"	"Mast.cells.resting"	"V773"	0.008294824	0.388348245	0.008294824
"2950"	"Macrophages.M1"	"V413"	-0.008279179	0.389243759	0.008279179
"2951"	"B.cells.memory"	"V28"	-0.00828	0.38941898	0.00827612
"2952"	"T.cells.CD8"	"V754"	-0.00827	0.389992256	0.008266119
"2953"	"Neutrophils"	"V712"	-0.008229873	0.392074125	0.008229873
"2954"	"T.cells.gamma.delta"	"V352"	-0.00822	0.392725405	0.008218559
"2955"	"T.cells.gamma.delta"	"V647"	-0.0082	0.393879551	0.008198536
"2956"	"T.cells.CD4.memory.activated"	"V1195"	-0.00818	0.394823719	0.008182182
"2957"	"T.cells.gamma.delta"	"V257"	-0.00815	0.396408639	0.008154783
"2958"	"Monocytes"	"V518"	-0.00814127	0.397191673	0.00814127
"2959"	"T.cells.gamma.delta"	"V479"	0.00809	0.400293119	0.008087908
"2960"	"Dendritic.cells.resting"	"V825"	0.00802636	0.403888323	0.00802636
"2961"	"Mast.cells.resting"	"V647"	-0.007996011	0.405668228	0.007996011
"2962"	"Mast.cells.activated"	"V67"	0.00797138	0.407116151	0.00797138
"2963"	"B.cells.naive"	"V521"	0.007963631	0.407572355	0.007963631
"2964"	"Dendritic.cells.resting"	"V394"	0.007923892	0.409916523	0.007923892
"2965"	"Mast.cells.resting"	"V257"	-0.007893792	0.411697422	0.007893792
"2966"	"Dendritic.cells.resting"	"V668"	-0.00788785	0.412049492	0.00788785
"2967"	"Mast.cells.activated"	"V148"	0.007885144	0.412209945	0.007885144
"2968"	"Mast.cells.activated"	"V882"	0.007871189	0.413037748	0.007871189
"2969"	"Plasma.cells"	"V1112"	-0.00787	0.413088234	0.007870338
"2970"	"NK.cells.resting"	"V442"	0.00786	0.413972919	0.007855444
"2971"	"NK.cells.activated"	"V758"	-0.007855148	0.413990496	0.007855148
"2972"	"Macrophages.M2"	"V814"	-0.007834006	0.4152483	0.007834006
"2973"	"B.cells.naive"	"V271"	0.007805129	0.416969827	0.007805129
"2974"	"Neutrophils"	"V169"	-0.007800215	0.417263228	0.007800215
"2975"	"T.cells.CD4.naive"	"V1002"	0.00777	0.419282405	0.007766449
"2976"	"NK.cells.activated"	"V36"	-0.00776	0.419460254	0.007763479
"2977"	"Dendritic.cells.resting"	"V1359"	0.007747061	0.420444351	0.007747061
"2978"	"T.cells.gamma.delta"	"V67"	0.00764	0.427025128	0.007637847
"2979"	"T.cells.CD4.memory.activated"	"V342"	-0.00763	0.427707075	0.007626586
"2980"	"Plasma.cells"	"V670"	0.00763	0.427727702	0.007626245
"2981"	"Neutrophils"	"V564"	-0.007599407	0.429355548	0.007599407
"2982"	"Dendritic.cells.resting"	"V540"	-0.007592084	0.42980031	0.007592084
"2983"	"T.cells.CD4.naive"	"V1233"	-0.00759	0.42994674	0.007589675
"2984"	"Eosinophils"	"V518"	-0.007564193	0.43149687	0.007564193
"2985"	"T.cells.regulatory..Tregs."	"V540"	-0.00754	0.4330211	0.007539189
"2986"	"B.cells.memory"	"V1378"	0.00746	0.437965795	0.007458422
"2987"	"Neutrophils"	"V291"	-0.007458087	0.437986362	0.007458087
"2988"	"Dendritic.cells.activated"	"V593"	-0.00744402	0.438850902	0.00744402
"2989"	"Neutrophils"	"V257"	0.007422839	0.440154493	0.007422839
"2990"	"T.cells.gamma.delta"	"V12"	0.00741	0.441047185	0.007408355
"2991"	"Mast.cells.activated"	"V747"	-0.00738839	0.442279395	0.00738839
"2992"	"T.cells.regulatory..Tregs."	"V1225"	-0.00732	0.446276751	0.007323841
"2993"	"Plasma.cells"	"V870"	-0.00729	0.448459716	0.00728873
"2994"	"Dendritic.cells.activated"	"V116"	-0.007271142	0.449555466	0.007271142
"2995"	"T.cells.CD4.naive"	"V1359"	-0.00726	0.450527621	0.007255559
"2996"	"Monocytes"	"V882"	-0.007223762	0.452514859	0.007223762
"2997"	"NK.cells.activated"	"V540"	0.007204849	0.453699258	0.007204849
"2998"	"T.cells.CD8"	"V1117"	0.00713	0.458509272	0.007128325
"2999"	"Plasma.cells"	"V257"	0.0071	0.46014404	0.007102419
"3000"	"Macrophages.M0"	"V291"	-0.007024594	0.465074734	0.007024594
"3001"	"T.cells.gamma.delta"	"V28"	0.00702	0.465303271	0.007020998
"3002"	"Mast.cells.resting"	"V1064"	-0.007018703	0.465449203	0.007018703
"3003"	"T.cells.CD4.naive"	"V413"	0.007	0.466341784	0.00700467
"3004"	"Plasma.cells"	"V485"	-0.00699	0.46705108	0.006993529
"3005"	"NK.cells.activated"	"V896"	0.006948246	0.469940323	0.006948246
"3006"	"NK.cells.resting"	"V843"	-0.00692	0.471463207	0.006924439
"3007"	"B.cells.memory"	"V843"	-0.00689	0.473534715	0.006892124
"3008"	"T.cells.regulatory..Tregs."	"V1246"	-0.00687	0.475165956	0.006866732
"3009"	"T.cells.CD4.memory.activated"	"V593"	-0.00686	0.475776204	0.006857245
"3010"	"Neutrophils"	"V1209"	-0.006855445	0.475892063	0.006855445
"3011"	"T.cells.regulatory..Tregs."	"V28"	-0.00685	0.476042403	0.006853109
"3012"	"T.cells.CD8"	"V825"	-0.00685	0.476375142	0.00684794
"3013"	"NK.cells.resting"	"V464"	0.00683	0.47780407	0.006825767
"3014"	"Mast.cells.activated"	"V926"	-0.006817596	0.478331262	0.006817596
"3015"	"T.cells.gamma.delta"	"V825"	-0.00681	0.478912747	0.006808589
"3016"	"T.cells.follicular.helper"	"V833"	-0.00678	0.480501459	0.00678401
"3017"	"Dendritic.cells.activated"	"V1275"	0.006739802	0.483366201	0.006739802
"3018"	"Dendritic.cells.resting"	"V67"	-0.006705972	0.485564679	0.006705972
"3019"	"Mast.cells.resting"	"V1119"	0.006702022	0.485821688	0.006702022
"3020"	"Plasma.cells"	"V788"	-0.00668	0.486941338	0.00668483
"3021"	"T.cells.CD8"	"V28"	0.00664	0.48975843	0.006641667
"3022"	"T.cells.CD4.memory.resting"	"V747"	0.00662	0.491201792	0.006619604
"3023"	"B.cells.memory"	"V712"	-0.00656	0.495242167	0.006558028
"3024"	"T.cells.gamma.delta"	"V649"	0.00654	0.496144325	0.006544315
"3025"	"Macrophages.M0"	"V146"	-0.006517651	0.497901103	0.006517651
"3026"	"Neutrophils"	"V521"	-0.006511209	0.498326058	0.006511209
"3027"	"Plasma.cells"	"V777"	-0.00651	0.498524561	0.0065082
"3028"	"T.cells.regulatory..Tregs."	"V1313"	-0.00649	0.499797937	0.006488917
"3029"	"Plasma.cells"	"V352"	0.00647	0.501071345	0.00646966
"3030"	"B.cells.memory"	"V856"	-0.00646	0.501899902	0.006457144
"3031"	"T.cells.CD4.naive"	"V252"	-0.00645	0.502522115	0.006447752
"3032"	"Mast.cells.activated"	"V1002"	0.006431998	0.503566718	0.006431998
"3033"	"Monocytes"	"V1204"	0.006416345	0.504605795	0.006416345
"3034"	"Mast.cells.activated"	"V843"	0.006407434	0.505197798	0.006407434
"3035"	"T.cells.gamma.delta"	"V63"	0.00641	0.505286346	0.006406101
"3036"	"B.cells.naive"	"V116"	-0.006394113	0.506083446	0.006394113
"3037"	"T.cells.CD8"	"V843"	-0.00637	0.507425027	0.006373959
"3038"	"T.cells.CD4.naive"	"V647"	0.00636	0.508169296	0.00636279
"3039"	"T.cells.gamma.delta"	"V1155"	-0.00636	0.508200989	0.006362315
"3040"	"T.cells.CD4.naive"	"V1132"	-0.00636	0.508355762	0.006359993
"3041"	"B.cells.memory"	"V516"	-0.00635	0.509084628	0.006349066
"3042"	"Macrophages.M2"	"V352"	0.006287322	0.513213206	0.006287322
"3043"	"Dendritic.cells.resting"	"V516"	0.006283389	0.513476799	0.006283389
"3044"	"Eosinophils"	"V788"	0.006283022	0.513501383	0.006283022
"3045"	"T.cells.gamma.delta"	"V1170"	-0.00628	0.513714582	0.006279842
"3046"	"Plasma.cells"	"V394"	-0.00626	0.51501895	0.006260398
"3047"	"Macrophages.M2"	"V946"	0.006246148	0.51597602	0.006246148
"3048"	"T.cells.CD4.memory.activated"	"V814"	-0.00624	0.5162157	0.006242582
"3049"	"Mast.cells.resting"	"V825"	0.006170183	0.521093527	0.006170183
"3050"	"NK.cells.resting"	"V494"	-0.00617	0.521325501	0.006166749
"3051"	"T.cells.CD4.naive"	"V485"	-0.00616	0.521497619	0.006164201
"3052"	"Plasma.cells"	"V630"	0.00616	0.521793713	0.00615982
"3053"	"Eosinophils"	"V789"	-0.006150385	0.522431537	0.006150385
"3054"	"Neutrophils"	"V494"	0.006141232	0.523050707	0.006141232
"3055"	"Macrophages.M0"	"V207"	-0.006128793	0.523892788	0.006128793
"3056"	"B.cells.naive"	"V1378"	-0.00608	0.527413382	0.006076898
"3057"	"Neutrophils"	"V1198"	0.006075265	0.527524373	0.006075265
"3058"	"Macrophages.M2"	"V511"	-0.006060199	0.528548863	0.006060199
"3059"	"Macrophages.M0"	"V659"	0.006057053	0.528762907	0.006057053
"3060"	"T.cells.CD4.naive"	"V143"	0.00604	0.530033352	0.006038394
"3061"	"Macrophages.M2"	"V960"	-0.006021866	0.531159929	0.006021866
"3062"	"Mast.cells.activated"	"V895"	-0.005993845	0.533072809	0.005993845
"3063"	"B.cells.memory"	"V649"	0.00594	0.537040275	0.005935887
"3064"	"Plasma.cells"	"V649"	-0.00583	0.544396288	0.005828993
"3065"	"T.cells.gamma.delta"	"V2"	-0.00582	0.545025574	0.005819882
"3066"	"T.cells.CD4.naive"	"V736"	0.00581	0.545460607	0.005813587
"3067"	"T.cells.gamma.delta"	"V736"	0.00581	0.545567433	0.005812041
"3068"	"T.cells.CD4.naive"	"V758"	-0.00578	0.54810066	0.005775436
"3069"	"Plasma.cells"	"V804"	0.00577	0.548788419	0.005765512
"3070"	"B.cells.naive"	"V1225"	0.00571	0.55272597	0.005708814
"3071"	"Macrophages.M1"	"V986"	-0.005689863	0.554045094	0.005689863
"3072"	"B.cells.memory"	"V804"	-0.00568	0.554413493	0.005684575
"3073"	"B.cells.memory"	"V786"	-0.00568	0.554598214	0.005681924
"3074"	"Dendritic.cells.resting"	"V207"	-0.005651415	0.556726214	0.005651415
"3075"	"T.cells.CD4.naive"	"V1119"	0.00564	0.557413986	0.005641567
"3076"	"Plasma.cells"	"V668"	-0.00561	0.559467084	0.005612203
"3077"	"Neutrophils"	"V511"	0.005612165	0.559469735	0.005612165
"3078"	"T.cells.CD4.naive"	"V240"	0.00561	0.559924724	0.005605665
"3079"	"Dendritic.cells.resting"	"V2"	-0.005591446	0.560920662	0.005591446
"3080"	"T.cells.gamma.delta"	"V609"	-0.00559	0.561099079	0.005588899
"3081"	"T.cells.follicular.helper"	"V747"	-0.00558	0.561679871	0.005580614
"3082"	"Eosinophils"	"V579"	-0.005542774	0.564336066	0.005542774
"3083"	"Neutrophils"	"V55"	-0.005540106	0.564523637	0.005540106
"3084"	"NK.cells.resting"	"V336"	0.00552	0.565975185	0.005519467
"3085"	"Mast.cells.resting"	"V736"	0.005489594	0.568079285	0.005489594
"3086"	"Mast.cells.activated"	"V425"	-0.005486075	0.568327401	0.005486075
"3087"	"B.cells.memory"	"V1112"	0.00547	0.569403945	0.005470815
"3088"	"B.cells.memory"	"V833"	0.00545	0.57055895	0.005454458
"3089"	"Mast.cells.activated"	"V1112"	0.005447708	0.571035914	0.005447708
"3090"	"T.cells.follicular.helper"	"V1313"	-0.00541	0.573794368	0.005408722
"3091"	"Dendritic.cells.activated"	"V458"	0.005389852	0.575131723	0.005389852
"3092"	"T.cells.CD8"	"V163"	0.00538	0.575868207	0.00537947
"3093"	"T.cells.CD4.naive"	"V1112"	-0.00537	0.576275841	0.005373726
"3094"	"T.cells.CD4.memory.resting"	"V215"	0.00537	0.576821633	0.005366038
"3095"	"T.cells.CD4.naive"	"V67"	0.00532	0.579805945	0.005324064
"3096"	"T.cells.regulatory..Tregs."	"V2"	0.00528	0.583132871	0.00527739
"3097"	"B.cells.memory"	"V882"	0.00521	0.587739968	0.005212961
"3098"	"Macrophages.M2"	"V804"	-0.005205103	0.588302976	0.005205103
"3099"	"T.cells.CD8"	"V712"	-0.00517	0.590622371	0.00517277
"3100"	"NK.cells.activated"	"V564"	0.005166743	0.59105518	0.005166743
"3101"	"B.cells.naive"	"V1313"	0.00512	0.594337549	0.0051211
"3102"	"T.cells.regulatory..Tregs."	"V843"	0.00507	0.597803335	0.005073031
"3103"	"Monocytes"	"V856"	-0.005033082	0.600690654	0.005033082
"3104"	"B.cells.memory"	"V425"	-0.00503	0.601203181	0.005026
"3105"	"Plasma.cells"	"V1313"	-0.00501	0.602023947	0.005014664
"3106"	"Mast.cells.activated"	"V413"	-0.005014128	0.602062801	0.005014128
"3107"	"Plasma.cells"	"V522"	0.00497	0.604963889	0.004974117
"3108"	"T.cells.gamma.delta"	"V1205"	-0.00495	0.606460513	0.004953509
"3109"	"B.cells.memory"	"V257"	-0.00489	0.611028405	0.004890752
"3110"	"Neutrophils"	"V352"	-0.004809476	0.616966821	0.004809476
"3111"	"Eosinophils"	"V839"	0.004794589	0.618057274	0.004794589
"3112"	"T.cells.gamma.delta"	"V253"	-0.00479	0.618124403	0.004793673
"3113"	"T.cells.follicular.helper"	"V2"	0.00477	0.620161861	0.00476589
"3114"	"B.cells.naive"	"V1226"	0.00477	0.620182051	0.004765614
"3115"	"Dendritic.cells.activated"	"V67"	-0.004737496	0.622247076	0.004737496
"3116"	"B.cells.memory"	"V485"	0.00472	0.623213965	0.004724344
"3117"	"Macrophages.M2"	"V479"	0.004719834	0.623545651	0.004719834
"3118"	"Monocytes"	"V464"	0.004709815	0.624282846	0.004709815
"3119"	"T.cells.CD8"	"V494"	-0.00469	0.625790593	0.004689339
"3120"	"NK.cells.activated"	"V207"	-0.00464	0.629786849	0.00463517
"3121"	"Monocytes"	"V671"	-0.004615155	0.63126621	0.004615155
"3122"	"NK.cells.activated"	"V28"	0.0046	0.63214384	0.004603291
"3123"	"NK.cells.activated"	"V786"	-0.004603092	0.632158556	0.004603092
"3124"	"NK.cells.activated"	"V305"	0.00455	0.636043842	0.004550651
"3125"	"Monocytes"	"V601"	-0.004534215	0.637263645	0.004534215
"3126"	"Macrophages.M2"	"V843"	0.004524747	0.637966822	0.004524747
"3127"	"Mast.cells.activated"	"V888"	0.004519256	0.638374742	0.004519256
"3128"	"Mast.cells.activated"	"V373"	0.004518217	0.638451925	0.004518217
"3129"	"Monocytes"	"V669"	-0.004441039	0.644197265	0.004441039
"3130"	"Monocytes"	"V839"	-0.00435133	0.650902283	0.00435133
"3131"	"Macrophages.M0"	"V1226"	-0.004350193	0.650987448	0.004350193
"3132"	"Macrophages.M2"	"V1224"	0.004339682	0.651774949	0.004339682
"3133"	"Plasma.cells"	"V269"	0.00432	0.652900591	0.004324667
"3134"	"Dendritic.cells.resting"	"V773"	0.004267278	0.657210197	0.004267278
"3135"	"Monocytes"	"V579"	0.00424794	0.65866496	0.00424794
"3136"	"T.cells.CD8"	"V856"	0.00421	0.661529781	0.004209908
"3137"	"T.cells.follicular.helper"	"V269"	-0.0042	0.662245643	0.004200415
"3138"	"Plasma.cells"	"V2"	-0.0042	0.66235498	0.004198966
"3139"	"Plasma.cells"	"V1326"	-0.00413	0.667318354	0.004133262
"3140"	"T.cells.regulatory..Tregs."	"V926"	-0.0041	0.670096232	0.004096574
"3141"	"T.cells.gamma.delta"	"V946"	0.00406	0.672617896	0.004063321
"3142"	"Neutrophils"	"V139"	0.004060193	0.672855331	0.004060193
"3143"	"T.cells.CD8"	"V567"	0.00399	0.678254319	0.003989169
"3144"	"NK.cells.activated"	"V1313"	0.00398806	0.678338728	0.00398806
"3145"	"Macrophages.M0"	"V1195"	-0.003972411	0.679530598	0.003972411
"3146"	"T.cells.regulatory..Tregs."	"V67"	0.00397	0.679751214	0.003969516
"3147"	"Macrophages.M2"	"V305"	-0.003956441	0.680747794	0.003956441
"3148"	"Macrophages.M1"	"V116"	-0.003946465	0.68150855	0.003946465
"3149"	"B.cells.memory"	"V479"	0.00392	0.683601494	0.003919041
"3150"	"Dendritic.cells.activated"	"V442"	-0.003918737	0.683624659	0.003918737
"3151"	"Neutrophils"	"V843"	0.003910553	0.68424971	0.003910553
"3152"	"Dendritic.cells.activated"	"V738"	-0.003906781	0.684537878	0.003906781
"3153"	"T.cells.gamma.delta"	"V373"	-0.0039	0.68472159	0.003904377
"3154"	"T.cells.regulatory..Tregs."	"V946"	0.0039	0.684749125	0.003904017
"3155"	"Plasma.cells"	"V458"	0.00389	0.685579406	0.003893153
"3156"	"B.cells.naive"	"V647"	-0.003809007	0.692023378	0.003809007
"3157"	"Monocytes"	"V1326"	-0.003797044	0.692941303	0.003797044
"3158"	"Mast.cells.activated"	"V896"	-0.003791041	0.693402133	0.003791041
"3159"	"T.cells.CD4.naive"	"V28"	0.00376	0.695546372	0.003763127
